course_title	url	level	main_subject	specific_subject
"Master JavaScript Programming, 3 Projects Included !!"	https://www.udemy.com/master-javascript-programming-extended-course/	All Levels	Web Development	JavaScript
HTML CSS Learn to create a website from scratch	https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/	Beginner Level	Web Development	HTML
Complete Codeigniter: From Beginner to Advanced	https://www.udemy.com/complete-codeigniter-course-from-basic-to-advanced/	All Levels	Web Development	Development
HTML 5: How I made websites in HTML5	https://www.udemy.com/html5-certification/	All Levels	Web Development	HTML
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap"	https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/	All Levels	Web Development	Development
Complete React JS web developer with ES6 - Build 10 projects	https://www.udemy.com/complete-react-js-course/	Beginner Level	Web Development	React
Complete WordPress Theme Developer Course With Bootstrap	https://www.udemy.com/the-complete-wordpress-theme-developer-course/	All Levels	Web Development	Bootstrap
The Complete Ethical Hacking Course 2.0: Python & Kali Linux	https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/	All Levels	Web Development	Python
Dynamic JavaScript Master Class AJAX JSON Simple APIs	https://www.udemy.com/ajax-course/	Intermediate Level	Web Development	JavaScript
Vue JS - Mastering Web Apps	https://www.udemy.com/vue-web-apps/	All Levels	Web Development	JavaScript
Angular NgRx Store Masterclass - Covers Angular 4	https://www.udemy.com/angular-ngrx-course/	Intermediate Level	Web Development	Angular
JavaScript the Basics - JavaScript for Beginners	https://www.udemy.com/javascript-the-basics-for-beginners/	Beginner Level	Web Development	JavaScript
"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL"	https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/	All Levels	Web Development	Development
"Learn SVG Animation - With HTML, CSS & Javascript"	https://www.udemy.com/learn-svg-animation/	All Levels	Web Development	Development
"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4"	https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/	All Levels	Web Development	Development
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours	https://www.udemy.com/build-beautiful-html5-website/	All Levels	Web Development	HTML
CSS Development (with CSS3!)	https://www.udemy.com/css-development-with-css3/	All Levels	Web Development	HTML
Angular 2 & TypeScript Beginner Web Development	https://www.udemy.com/angular2/	Beginner Level	Web Development	Angular
The Docker for DevOps course: From development to production	https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/	All Levels	Web Development	Development
"Beginner Full Stack Web Development: HTML, CSS, React & Node"	https://www.udemy.com/ultimate-web/	Beginner Level	Web Development	Development
Learn Angular 2 Development By Building 12 Apps	https://www.udemy.com/learn-angular-2-development-by-building-10-apps/	Intermediate Level	Web Development	Angular
"Server API Development in Swift, Kitura, & Bluemix"	https://www.udemy.com/swift-kitura/	Beginner Level	Web Development	Development
React VR - Creating Virtual Reality Apps	https://www.udemy.com/react-vr/	All Levels	Web Development	React
RxJs & Reactive Programming Angular Masterclass - Angular 4	https://www.udemy.com/rxjs-reactive-angular-course/	All Levels	Web Development	Angular
"Coding for Entrepreneurs: Learn Python, Django, and More."	https://www.udemy.com/coding-for-entrepreneurs/	All Levels	Web Development	Python
React and Flux Web Development for Beginners	https://www.udemy.com/react-flux/	Beginner Level	Web Development	Development
The Full Stack Web Development	https://www.udemy.com/the-full-stack-web-development/	Beginner Level	Web Development	Development
Learn Nodejs by building 12 projects	https://www.udemy.com/learn-nodejs-by-building-10-projects/	All Levels	Web Development	Specific Program
How to Make an Online Portfolio Website from Scratch 	https://www.udemy.com/how-to-make-a-portfolio-website-photographers-designers/	All Levels	Web Development	Development
How To Make A Web Page With No Code	https://www.udemy.com/how-to-make-a-web-page-with-no-code/	Beginner Level	Web Development	Development
Spring Framework 4 And Dependency Injection For Beginners	https://www.udemy.com/spring-framework-video-tutorial/	Beginner Level	Web Development	Development
Joomla 3 - The Basics	https://www.udemy.com/joomla-3-the-basics/	Beginner Level	Web Development	Specific Program
jQuery in Action: Build 8 jQuery Projects	https://www.udemy.com/jquery-web-development-made-easy/	All Levels	Web Development	JQuery
Master WordPress Plugins: Shortcodes Ultimate - The Basics	https://www.udemy.com/master-popular-wordpress-plugin-shortcodes-ultimate/	All Levels	Web Development	Development
ASP.NET C# - Enterprise Web Systems From Novice to Expert	https://www.udemy.com/aspnet-c-enterprise-web-systems-from-novice-to-expert/	All Levels	Web Development	Development
Wordpress - Create an Outstanding Website in 2 hours	https://www.udemy.com/wordpress-business-website/	Beginner Level	Web Development	Development
Complete Website & CMS in PHP & MySQL From Scratch!	https://www.udemy.com/cms-admin-panel-in-php-mysql/	All Levels	Web Development	PHP
The Complete Web Development Tutorial Using React and Redux	https://www.udemy.com/the-complete-web-development-tutorial-using-react-and-redux/	Intermediate Level	Web Development	Development
Create and Deploy a Web App in 3 Hours	https://www.udemy.com/create-and-deploy-a-web-app-in-3-hours/	Beginner Level	Web Development	Development
HTML & CSS From Scratch in 30 Days	https://www.udemy.com/html5-css3-responsive/	Beginner Level	Web Development	HTML
Getting Started with Craft CMS	https://www.udemy.com/craft-cms/	All Levels	Web Development	Specific Program
JavaScript For Absolute Beginners - Level One	https://www.udemy.com/javascript-for-absolute-beginners-level-one/	All Levels	Web Development	JavaScript
Effective Personal Website Building and Hosting	https://www.udemy.com/effective-personal-website-building-and-hosting/	All Levels	Web Development	Development
Web Design for Web Developers: Build Beautiful Websites!	https://www.udemy.com/web-design-secrets/	All Levels	Web Development	Development
"Learn Rails: Quickly Code, Style and Launch 4 Web Apps"	https://www.udemy.com/learn-rails/	All Levels	Web Development	Ruby
Getting Started with NodeJS for Beginners	https://www.udemy.com/getting-started-with-nodejs-for-beginners/	All Levels	Web Development	Specific Program
Quickstart AngularJS	https://www.udemy.com/quickstart-angularjs/	Beginner Level	Web Development	Angular
Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML	https://www.udemy.com/css-with-html/	All Levels	Web Development	HTML
Learn Building Your Own Website Without Coding	https://www.udemy.com/learn-building-your-own-website-without-coding/	All Levels	Web Development	Development
Practical Guide to Web Development	https://www.udemy.com/designers-guide-to-web-development/	Beginner Level	Web Development	Development
The Complete HTML5 and CSS3 Course	https://www.udemy.com/the-complete-html5-and-css3-course/	All Levels	Web Development	HTML
HTML & CSS for beginners: Build 3 projects from scratch	https://www.udemy.com/learn-html-css-by-building-3-real-projects/	Beginner Level	Web Development	HTML
Code a 'Coming Soon' Landing Page in Bootstrap 4	https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/	All Levels	Web Development	Bootstrap
Introduction to Bootstrap 3	https://www.udemy.com/introduction-to-bootstrap-3/	Beginner Level	Web Development	Bootstrap
Master ExpressJS to Build Web Apps with NodeJS&JavaScript	https://www.udemy.com/expressjs/	All Levels	Web Development	JavaScript
Learn XML Crash Course: Discover Essential XML Fundamentals 	https://www.udemy.com/learn-xml-crash-course/	Intermediate Level	Web Development	Specific Program
HTML5 CSS3 JQUERY Single Page Website Project from Scratch	https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/	All Levels	Web Development	HTML
Scrape Websites using PhantomJS and CasperJS	https://www.udemy.com/scrape-websites-phantomjs-casperjs/	Intermediate Level	Web Development	Specific Program
Amazon s3 Mastery - THE How-To' Guides For Amazon S3	https://www.udemy.com/amazon-s3-mastery/	All Levels	Web Development	Specific Program
HTML and CSS Crash Course for Beginners	https://www.udemy.com/html-and-css-crash-course-for-beginners/	Beginner Level	Web Development	HTML
EMMET Faster HTML & CSS workflow - Best Tool For Developers 	https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/	All Levels	Web Development	HTML
Introduction to Web Development	https://www.udemy.com/introduction-to-web-development2/	Beginner Level	Web Development	Development
AngularJS For ASP.NET MVC Developers	https://www.udemy.com/angularjs-for-aspnet-mvc-developers/	Intermediate Level	Web Development	Angular
Serverless Workflow Management with AWS Step Functions	https://www.udemy.com/aws-step-functions/	Intermediate Level	Web Development	Specific Program
How to set up a Web Server From Scratch to One Fully Managed	https://www.udemy.com/how-to-setup-a-web-server/	All Levels	Web Development	Development
The Complete PHP MySQL Professional Course with 5 Projects	https://www.udemy.com/the-complete-php-mysql-professional-course/	All Levels	Web Development	PHP
Angular Masterclass	https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/	All Levels	Web Development	Angular
Become a Professional Web Developer | Version 3.0	https://www.udemy.com/web-development-tutorials/	All Levels	Web Development	Development
Build Incredible Chatbots	https://www.udemy.com/build-incredible-chatbots/	All Levels	Web Development	Development
Try Django 1.10 | Create a URL Shortening Service	https://www.udemy.com/try-django-1-10/	All Levels	Web Development	Specific Program
Projects in CSS	https://www.udemy.com/projects-in-css/	All Levels	Web Development	HMTL
Ruby on Rails: Training and Skills to Build Web Applications	https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/	All Levels	Web Development	Ruby
Learn and Understand React	https://www.udemy.com/learn-and-understand-react-and-redux-i/	All Levels	Web Development	React
Learn Javascript & JQuery From Scratch	https://www.udemy.com/learn-javascript-jquery-from-scratch/	All Levels	Web Development	JavaScript
Learn to use JSON	https://www.udemy.com/learn-to-use-json/	Beginner Level	Web Development	Specific Program
The Ultimate Web Developer How To Guide	https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/	All Levels	Web Development	Development
"Build A Complete CRUD Application With PHP, MYSQL & JQUERY"	https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/	All Levels	Web Development	PHP
jQuery Crash Course: Learn the Essentials of jQuery Fast	https://www.udemy.com/learn-jquery-crash-course/	All Levels	Web Development	JQuery
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS	https://www.udemy.com/drupal-tutorial/	Beginner Level	Web Development	Specific Program
The Complete PHP CodeIgniter Course: Beginner To Advanced	https://www.udemy.com/codeignitercourse/	All Levels	Web Development	PHP
JavaScript For Beginners : Learn JavaScript From Scratch	https://www.udemy.com/javascript-course-for-beginners/	All Levels	Web Development	JavaScript
"Mastering 'Native CSS Shapes To Build Modern Web Pages"""	https://www.udemy.com/mastering-native-css-shapes/	All Levels	Web Development	HTML
WordPress Development For Beginners	https://www.udemy.com/wordpress-basic/	All Levels	Web Development	Development
WordPress local server setup and site migration online	https://www.udemy.com/wordpress-local-install-and-two-methods-to-migrate-online/	All Levels	Web Development	Development
PHP Fundamentals - Start Earning The Top Dollars You Deserve	https://www.udemy.com/php-fundamentals/	All Levels	Web Development	PHP
Interactive Dynamic JavaScript for beginners DOM	https://www.udemy.com/javascript-dom/	Beginner Level	Web Development	JavaScript
Javascript Intermediate level 1 - Mastering the DOM	https://www.udemy.com/javascript-intermediate-mastering-the-dom/	All Levels	Web Development	JavaScript
Sublime Text for Rapid Web Development	https://www.udemy.com/sublime-text-for-rapid-web-development/	All Levels	Web Development	Development
Servlets and JSPs Tutorial: Learn Web Applications With Java	https://www.udemy.com/javawebtut/	All Levels	Web Development	Specific Program
Projects in PHP and MySQL	https://www.udemy.com/the-complete-web-development-course-learn-by-building-apps/	All Levels	Web Development	PHP
PHP OOP: Object Oriented Programming for beginners + Project	https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/	All Levels	Web Development	PHP
React Redux React-Router: From Beginner to Paid Professional	https://www.udemy.com/react-redux-react-router/	All Levels	Web Development	React
Django Core | A Reference Guide to Core Django Concepts	https://www.udemy.com/django-core/	Intermediate Level	Web Development	Specific Program
"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL"	https://www.udemy.com/build-angular-2-complete-e-comerce-app-java-spring-mysql/	All Levels	Web Development	Angular
"Build An Online Bank With Java, Angular 2, Spring and More"	https://www.udemy.com/build-an-online-bank-with-java-angular-2-spring-and-more/	Beginner Level	Web Development	Angular
The Complete jQuery Course: From Beginner To Advanced!	https://www.udemy.com/jquery-tutorial/	All Levels	Web Development	JQuery
Projects in AngularJS - Learn by building 10 Projects	https://www.udemy.com/learn-angularjs-development/	All Levels	Web Development	Angular
The Ultimate Vue JS 2 Developers Course	https://www.udemy.com/vuejs-2-essentials/	All Levels	Web Development	Specific Program
React JS - Build real world JS apps & deploy on cloud	https://www.udemy.com/reactjs-for-beginners-build-real-world-react-apps-deploy-on-cloud/	All Levels	Web Development	React
Angular 4 Front To Back	https://www.udemy.com/angular-4-front-to-back/	All Levels	Web Development	Angular
"Modern Web Development with SASS, Gulp, NPM & Web Workflows"	https://www.udemy.com/modern-web-development-with-sass-gulp-npm-web-workflows/	Beginner Level	Web Development	Specific Program
"HTML5, CSS3 And JavaScript Fundamentals 2016"	https://www.udemy.com/html5-css3-and-javascript-fundamentals-2016/	All Levels	Web Development	HTML
"Angular 4 - Concepts, Code and Collective Wisdom"	https://www.udemy.com/angular-2-concepts-code-and-collective-wisdom/	Intermediate Level	Web Development	Angular
Learn E-Commerce Website in PHP & MySQL From Scratch!	https://www.udemy.com/ecommerce-website-in-php-mysqli/	All Levels	Web Development	PHP
JavaScript Game Development: Create Your Own Breakout Game	https://www.udemy.com/javascript-game-development-create-your-own-breakout-game/	All Levels	Web Development	JavaScript
HTML and HTML5 For Beginners 2016	https://www.udemy.com/html-and-html5-for-beginners-2016/	All Levels	Web Development	HTML
A Very Complete Introduction To Laravel	https://www.udemy.com/laravel-4-beginners/	All Levels	Web Development	Specific Program
"Learn to code, Become a Web Developer and Master JavaScript!"	https://www.udemy.com/master-javascript-today/	All Levels	Web Development	JavaScript
Serverless Architecture on Amazon Web Services	https://www.udemy.com/serverless-architecture-on-aws/	Intermediate Level	Web Development	Development
jQuery Essentials: Learn the Fundamental of jQuery	https://www.udemy.com/jquery-essentials/	All Levels	Web Development	JQuery
Expert Guide : Mastering Functions in JavaScript !	https://www.udemy.com/functions-in-javascript/	All Levels	Web Development	JavaScript
Learn Angular 4 from Scratch	https://www.udemy.com/learn-angular-from-scratch/	Beginner Level	Web Development	Angular
Discover HTML Essential guide to HTML how to create webpages	https://www.udemy.com/intro-to-html-beginners-guide-to-html-how-to-create-webpages/	Beginner Level	Web Development	HTML
HTML5 and CSS3 for beginners: Create a Website from Scratch	https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/	Beginner Level	Web Development	HTML
Introduction to Web Development	https://www.udemy.com/introduction-to-web-development/	Beginner Level	Web Development	Development
jQuery Fundamentals Powerful Bootcamp for beginners	https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/	All Levels	Web Development	JQuery
The Complete HTML & CSS Course - From Novice To Professional	https://www.udemy.com/htmlwebsite/	All Levels	Web Development	HTML
JavaScript Basics Web Development Building Blocks	https://www.udemy.com/javascript-basics-web-development-building-blocks/	Beginner Level	Web Development	JavaScript
Bootstrap unleash the power faster & easier web development	https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/	All Levels	Web Development	Bootstrap
JavaScript Design Patterns: 20 Patterns for Expert Code	https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/	Expert Level	Web Development	JavaScript
Fix Google's New 'Not Secure' Warning with Let's Encrypt!	https://www.udemy.com/fix-googles-new-not-secure-warning-with-lets-encrypt/	Beginner Level	Web Development	Development
JavaScript for Beginners Welcome to learning JavaScript	https://www.udemy.com/javascript-for-beginners-course/	Beginner Level	Web Development	JavaScript
Benefits of Thinking Mobile First Future of Website Design	https://www.udemy.com/thinking-mobile-websites-smart-design-tutorial/	Beginner Level	Web Development	Development
Javascript from Beginner to Advanced Level	https://www.udemy.com/javascript-from-beginner-to-advanced-level/	Beginner Level	Web Development	JavaScript
AJAX Development	https://www.udemy.com/ajax-development/	All Levels	Web Development	Specific Program
Interaction Design Specialist For Web Developers	https://www.udemy.com/interaction-design-specialist-for-web-developers/	All Levels	Web Development	Development
PHP Security	https://www.udemy.com/php-security/	All Levels	Web Development	PHP
The Bubble Course - Create Complete Web Apps without Coding	https://www.udemy.com/bubble-course/	Beginner Level	Web Development	Development
The Complete HTML5 & CSS3 Course Build Professional Websites	https://www.udemy.com/html5css3/	All Levels	Web Development	HTML
CSS Web Development Crash Course	https://www.udemy.com/css-course/	Beginner Level	Web Development	HTML
Mastering DevOps	https://www.udemy.com/mastering-devops/	Intermediate Level	Web Development	Specific Program
Building Websites Create a fully functional Web contact form	https://www.udemy.com/how-to-create-a-fully-functional-web-contact-form/	Beginner Level	Web Development	Development
Create a Dynamic User Registration Form from scratch	https://www.udemy.com/create-a-dynamic-user-registration-form-from-scratch/	Beginner Level	Web Development	Development
A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course	https://www.udemy.com/learnsqlwithsqlserver2014/	Intermediate Level	Web Development	JQuery
HTML Workshop	https://www.udemy.com/html-workshop/	All Levels	Web Development	HTML
Python for Beginners: Python Programming Language | Tutorial	https://www.udemy.com/python-course/	Beginner Level	Web Development	Python
Creating Animations using HTML5 Canvas	https://www.udemy.com/hmtl5-canvas-animations/	All Levels	Web Development	HTML
Bootstrap 4: Exploring New Features	https://www.udemy.com/bootstrap-40exploring-new-features/	All Levels	Web Development	Bootstrap
Bootstrap 3 -> Profitable WordPress Theme Development!	https://www.udemy.com/bootstrap-wordpress/	All Levels	Web Development	Bootstrap
Intro to Git	https://www.udemy.com/intro-to-git/	Beginner Level	Web Development	Github
WordPress Domination #2: Leads & Scarcity	https://www.udemy.com/wordpress-domination-2-leads-and-scarcity/	Beginner Level	Web Development	WordPress
Learn How to Manage & Customize  Web Sites By Drupal CMS	https://www.udemy.com/drupal-course/	All Levels	Web Development	Specific Program
Using Modern JavaScript Today	https://www.udemy.com/using-modern-javascript/	Intermediate Level	Web Development	JavaScript
Up and Running with jQuery	https://www.udemy.com/up-and-running-with-jquery/	All Levels	Web Development	JQuery
Learn How To Build A Professional Web Site By Using Joomla	https://www.udemy.com/learn-how-to-build-a-professional-web-site-by-using-joomla/	All Levels	Web Development	Specific Program
Power up HTML5 with JavaScript	https://www.udemy.com/power-up-html5-with-javascript/	Beginner Level	Web Development	JavaScript
Node Package Manager Course: Build and Publish NPM Modules	https://www.udemy.com/node-package-manager-course-build-and-publish-npm-modules/	All Levels	Web Development	Specific Program
WordPress Look and Feel with Themes	https://www.udemy.com/learn-wordpress-customize-look-and-feel-with-themes/	Beginner Level	Web Development	WordPress
PHP with Laravel for beginners - Become a Master in Laravel	https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/	All Levels	Web Development	PHP
JavaScript 2017: Become Top Rated Web Developer	https://www.udemy.com/become-professional-javascript-developer/	All Levels	Web Development	JavaScript
The Complete Web Developer Bootcamp - Beginner to Expert	https://www.udemy.com/job-ready-web-developer/	All Levels	Web Development	Development
Full-Stack Web Apps with Meteor and React	https://www.udemy.com/meteor-react/	All Levels	Web Development	React
Angular 4: From Theory to Practice & FREE E-Book	https://www.udemy.com/angular-2-from-theory-to-practice/	Intermediate Level	Web Development	Angular
The Complete Sass & SCSS Course: From Beginner to Advanced	https://www.udemy.com/sasscourse/	All Levels	Web Development	Specific Program
Become a Certified Web Developer	https://www.udemy.com/become-a-certified-web-developer/	All Levels	Web Development	Development
Become a Web Developer from Scratch	https://www.udemy.com/how-to-become-a-web-developer-from-scratch/	All Levels	Web Development	Development
Ultimate Angular 4 (previously Angular 2) with Bootstrap 4	https://www.udemy.com/ultimate-angular-2/	All Levels	Web Development	Angular
The Ultimate Beginner's Guide to Django	https://www.udemy.com/the-ultimate-beginners-guide-to-django-python-web-dev-website/	Beginner Level	Web Development	Django
React JS - Mastering Redux	https://www.udemy.com/react-js-mastering-redux/	All Levels	Web Development	React
Professional Ruby on Rails Developer with Rails 5	https://www.udemy.com/pro-ruby-on-rails-rails5/	All Levels	Web Development	Ruby
"Ruby on Rails 5 - BDD, RSpec and Capybara"	https://www.udemy.com/ruby-rails-5-bdd-rspec-capybara/	All Levels	Web Development	Ruby
Back to School Web Development and Programming Bundle	https://www.udemy.com/back-to-school-web-development-and-programming-bundle/	Beginner Level	Web Development	Development
Complete ASP NET MVC Web Development - Newbie to Ninja!	https://www.udemy.com/better-web-development-pro-techniques-for-success/	All Levels	Web Development	Specific Program
The Complete DevOps Engineer Course 2.0 - Java & Kubernetes	https://www.udemy.com/the-complete-devops-engineer-course-20-java-kubernetes/	All Levels	Web Development	Specific Program
All about NodeJS	https://www.udemy.com/all-about-nodejs/	All Levels	Web Development	Specific Program
How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!	https://www.udemy.com/how-to-create-a-wordpress-website-2016-new-divi-theme-30/	Beginner Level	Web Development	WordPress
The Complete jQuery Course - From Beginner to Professional!	https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/	All Levels	Web Development	JQuery
Build a complete Fiverr clone with Node + Algolia + Paypal	https://www.udemy.com/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/	All Levels	Web Development	Specific Program
The Ultimate Web Development Course	https://www.udemy.com/build-an-instant-update-database-interface-with-jquery-ajax/	All Levels	Web Development	Development
React From The Ground Up	https://www.udemy.com/reactjs-from-the-ground-up/	All Levels	Web Development	React
Javascript for Beginners Learn by Doing Practical Exercises	https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/	All Levels	Web Development	JavaScript
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive 	https://www.udemy.com/8-beautiful-ruby-on-rails-apps-in-30-days/	All Levels	Web Development	Ruby
Wordpress Website Mastery 2017	https://www.udemy.com/wordpress-website-mastery-2017/	Beginner Level	Web Development	WordPress
How To Make an eCommerce Website With Wordpress 2017	https://www.udemy.com/how-to-make-an-ecommerce-website-with-wordpress-2017/	Beginner Level	Web Development	WordPress
Mastering ASP.NET MVC 5 From Scratch Using C#	https://www.udemy.com/masteringaspnetmvc5/	All Levels	Web Development	Specific Program
Start Web Development with GIS Map in JavaScript	https://www.udemy.com/start-web-development-with-gis-map-in-javascript/	All Levels	Web Development	JavaScript
Learn to Build Websites using Twitter Bootstrap	https://www.udemy.com/learn-to-build-websites-using-twitter-bootstrap/	All Levels	Web Development	Bootstrap
Web Development Tools the Pros Use: Code Productivity Hacks	https://www.udemy.com/web-development-tools/	Beginner Level	Web Development	Development
WordPress : An Overview	https://www.udemy.com/what-is-wordpress/	Beginner Level	Web Development	WordPress
Create Startup Landing Page with Viral Marketing Strategies	https://www.udemy.com/create-startup-landing-page-with-viral-marketing-strategies/	Beginner Level	Web Development	Development
JavaScript : JavaScript Awesomeness	https://www.udemy.com/javascript-javascript/	Beginner Level	Web Development	JavaScript
Mastering CSS 3.0 Selectors	https://www.udemy.com/css3-selectors/	Intermediate Level	Web Development	HTML
WordPress Backup And Restore Fundamentals	https://www.udemy.com/wordpress-backup-and-restore-fundamentals/	Intermediate Level	Web Development	WordPress
Learn HTML and CSS to make a Website	https://www.udemy.com/learn-html-and-css-to-make-website/	Beginner Level	Web Development	HTML
1 Hour HTML	https://www.udemy.com/1-hour-html/	Beginner Level	Web Development	HTML
Angular 2 Crash Course with TypeScript	https://www.udemy.com/angular-2-crash-course/	All Levels	Web Development	Angular
Boost your website speed without any coding!	https://www.udemy.com/boost-your-website-speed-without-any-coding/	All Levels	Web Development	Development
Professional Rails Code Along	https://www.udemy.com/professional-ruby-on-rails-coding-course/	Intermediate Level	Web Development	Ruby
ASP.NET Web API 2 Hands-On	https://www.udemy.com/aspnet-web-api-2-hands-on/	All Levels	Web Development	Specific Program
Create a MEAN App by Example - Full Stack Course	https://www.udemy.com/full-stack-course-mean-app/	Intermediate Level	Web Development	Specific Program
The Original Complete Web Developer Course.	https://www.udemy.com/thecompletewebdeveloper/	Beginner Level	Web Development	Development
Angular 2 From The Ground Up	https://www.udemy.com/angular-2-from-the-ground-up/	All Levels	Web Development	Angular
Complete Web Development Course + Building 5 Websites!	https://www.udemy.com/creating-5-web-development-projects-in-html5-and-css3/	All Levels	Web Development	Development
WP Plugin Development - Build your own plugin!	https://www.udemy.com/wp-plugin-development-build-your-own-plugin/	Beginner Level	Web Development	Development
Sass: From Beginner to Advanced	https://www.udemy.com/sass-from-beginner-to-advanced/	All Levels	Web Development	Specific Program
Build Flat Responsive Website from Scratch - Complete Course	https://www.udemy.com/build-flat-responsive-website-from-scratch-complete-course/	All Levels	Web Development	Development
Wordpress for Beginners - Build a Live Website from Scratch	https://www.udemy.com/wordpress_for_beginners/	Beginner Level	Web Development	WordPress
"Essential JavaScript, jQuery and AngularJS Training"	https://www.udemy.com/essential-javascript-jquery-angularjs-training/	Intermediate Level	Web Development	JavaScript
The Pro Ruby on Rails Starter	https://www.udemy.com/pro-rubyonrails-starter/	Beginner Level	Web Development	Ruby
Unit Testing AngularJS: Build Bugfree Apps That Always Work!	https://www.udemy.com/unit-testing-angularjs/	All Levels	Web Development	Angular
WordPress Blog : Create a WordPress Website for Beginners	https://www.udemy.com/wordpress-website-for-beginners/	Beginner Level	Web Development	WordPress
Introduction to HTML5 Canvas basics of drawing	https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/	Beginner Level	Web Development	HTML
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL"	https://www.udemy.com/web-development-html5-css3-php-oop-and-mysql-database/	All Levels	Web Development	HTML
Kids Coding - Beginners CSS	https://www.udemy.com/kids-coding-beginners-css/	All Levels	Web Development	HTML
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly	https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/	All Levels	Web Development	PHP
Learning Path: Magento: Master and Test Magento 2 with Ease	https://www.udemy.com/learning-path-magento-master-and-test-magento-2-with-ease/	Expert Level	Web Development	Specific Program
The Complete hapiJS Course - Go From Beginner To Advanced!	https://www.udemy.com/hapijs-course/	All Levels	Web Development	Specific Program
Ruby On Rails For Web Development	https://www.udemy.com/ruby-on-rails-for-web-development/	Beginner Level	Web Development	Ruby
Create eye-catching WordPress website from scratch	https://www.udemy.com/create-eye-catching-wordpress-website-from-scratch/	Beginner Level	Web Development	WordPress
Become A Web Developer And Seller - Build Websites With HTML	https://www.udemy.com/the-ultimate-building-and-selling-websites-course/	Beginner Level	Web Development	HTML
WordPress Tips and Tricks	https://www.udemy.com/wordpress-tips-and-tricks/	Intermediate Level	Web Development	WordPress
HTML Tutorials : HTML Code for Website Creating	https://www.udemy.com/html-code-for-website/	All Levels	Web Development	HTML
Complete HTML5 and CSS3 Course +1 Start to Finish Project	https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/	All Levels	Web Development	HTML
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners	https://www.udemy.com/web-development-with-html-css-bootstrap-jquery-for-beginners/	Beginner Level	Web Development	HTML
HTML5 Specialist: Comprehensive HTML5 Training	https://www.udemy.com/html5-specialist/	All Levels	Web Development	HTML
CSS and CSS3 For Absolute Beginners	https://www.udemy.com/css-and-css3-for-absolute-beginners/	Beginner Level	Web Development	HTML
Build a Complete JQuery Plugin (Image Pop-up Dialog)	https://www.udemy.com/build-a-complete-jquery-plugin-image-pop-up-dialog/	All Levels	Web Development	JQuery
How to create HTML Forms	https://www.udemy.com/how-to-create-html-forms/	Beginner Level	Web Development	HTML
ReactJS and Flux: Learn By Building 10 Projects	https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/	All Levels	Web Development	React
How To Make A Business Website In 1 Day With Wix FAST & EASY	https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/	Beginner Level	Web Development	Development
PHP Date and Time Course by Edwin Diaz	https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/	All Levels	Web Development	PHP
Start Your Own Forum Website in 15 Minutes 	https://www.udemy.com/forum-web-development/	All Levels	Web Development	Development
Hit the ground running with AngularJS with Dion Yang	https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/	All Levels	Web Development	Angular
